,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,ic5,avggift
1219,IN,M,501.0,359.0,407.0,385.0,445.0,16856.0,7.5
1220,CA,F,810.0,180.0,214.0,217.0,264.0,12413.0,12.83333333
1221,CA,M,1960.0,265.0,321.0,362.0,469.0,17243.0,6.3
1222,CA,F,770.0,213.0,264.0,276.0,313.0,11794.0,4.714285714
1223,OR,F,619.0,244.0,271.0,300.0,324.0,13392.0,12.25
1224,NM,M,544.0,259.0,305.0,322.0,341.0,11638.0,20.0
1225,CA,F,1436.0,308.0,347.0,338.0,372.0,11970.0,10.0
1226,NC,F,1588.0,450.0,471.0,478.0,511.0,18048.0,16.2
1227,KS,F,227.0,202.0,241.0,220.0,251.0,14056.0,10.0
1228,GA,M,679.0,350.0,374.0,377.0,402.0,11290.0,10.0
1229,KY,M,1111.0,506.0,591.0,552.0,636.0,14056.0,6.636363636
1230,OR,M,803.0,222.0,240.0,311.0,326.0,11846.0,19.23076923
1231,FL,F,665.0,240.0,264.0,273.0,312.0,11939.0,7.0
1232,OR,M,646.0,239.0,249.0,305.0,328.0,10757.0,10.0
1233,NC,M,770.0,579.0,360.0,697.0,402.0,14056.0,10.0
1234,CA,F,1985.0,414.0,446.0,467.0,490.0,17181.0,10.36363636
1235,CA,F,1016.0,235.0,246.0,278.0,303.0,14056.0,20.0
1236,AR,M,596.0,308.0,316.0,345.0,361.0,11474.0,11.81818182
1237,AR,M,851.0,299.0,363.0,330.0,387.0,19138.0,15.0
1238,IN,M,725.0,305.0,309.0,349.0,360.0,14056.0,10.22222222
1239,TN,M,457.0,186.0,242.0,237.0,292.0,10259.0,9.333333333
1240,WI,F,377.0,311.0,363.0,320.0,375.0,10276.0,5.0
1241,MI,M,1223.0,575.0,644.0,638.0,704.0,14056.0,10.0
1242,TN,M,308.0,182.0,220.0,231.0,269.0,9150.0,10.0
1243,IL,M,1097.0,312.0,463.0,371.0,473.0,14056.0,10.71428571
1244,OR,M,1060.0,340.0,425.0,422.0,500.0,19213.0,15.0
1245,IL,F,870.0,356.0,405.0,361.0,420.0,17028.0,10.0
1246,IA,M,543.0,271.0,349.0,339.0,387.0,12961.0,4.964285714
1247,GA,F,1063.0,312.0,529.0,526.0,558.0,18253.0,10.0
1248,AL,F,402.0,186.0,240.0,230.0,287.0,10573.0,10.0
1249,OR,M,770.0,228.0,282.0,272.0,318.0,12603.0,20.0
1250,AL,F,364.0,170.0,231.0,221.0,277.0,8962.0,10.0
1251,SC,M,620.0,323.0,358.0,348.0,373.0,11492.0,3.35516129
1252,FL,F,577.0,157.0,324.0,224.0,373.0,10497.0,11.09090909
1253,NC,F,897.0,454.0,473.0,444.0,479.0,15887.0,13.0
1254,KY,M,651.0,321.0,345.0,361.0,359.0,15114.0,9.666666667
1255,CA,F,770.0,642.0,670.0,680.0,710.0,22186.0,6.4
1256,FL,F,972.0,316.0,367.0,388.0,402.0,20831.0,11.2
1257,TX,M,1035.0,273.0,386.0,356.0,471.0,14432.0,11.42857143
1258,GA,F,431.0,258.0,283.0,357.0,319.0,9791.0,10.0
1259,KS,F,351.0,213.0,245.0,225.0,356.0,14056.0,12.89473684
1260,CA,M,439.0,203.0,203.0,230.0,228.0,5774.0,5.636363636
1261,CA,M,1967.0,371.0,418.0,438.0,482.0,15962.0,5.261851852
1262,CO,F,952.0,394.0,407.0,436.0,457.0,15275.0,6.142857143
1263,TX,F,637.0,404.0,407.0,446.0,457.0,13216.0,4.714285714
1264,IL,M,1413.0,414.0,482.0,489.0,539.0,14056.0,8.0
1265,IN,F,360.0,206.0,266.0,252.0,307.0,14056.0,15.28571429
1266,OR,M,719.0,224.0,269.0,280.0,321.0,12226.0,7.6
1267,NC,F,1071.0,357.0,494.0,490.0,575.0,23527.0,17.5
1268,CO,M,1460.0,551.0,565.0,641.0,668.0,21916.0,7.102941177
1269,CA,F,770.0,362.0,433.0,398.0,439.0,17063.0,13.0
1270,MN,F,528.0,204.0,271.0,243.0,335.0,11183.0,8.333333333
1271,NM,M,1345.0,609.0,635.0,629.0,678.0,14056.0,11.0
1272,FL,M,747.0,380.0,385.0,398.0,376.0,17585.0,4.722222222
1273,NC,F,498.0,243.0,284.0,285.0,326.0,11462.0,20.0
1274,FL,F,881.0,355.0,464.0,388.0,496.0,17641.0,11.0
1275,CO,F,957.0,312.0,360.0,365.0,400.0,13186.0,5.0
1276,TX,M,920.0,160.0,360.0,348.0,633.0,20828.0,15.0
1277,OR,M,693.0,213.0,248.0,232.0,259.0,10095.0,10.0
1278,CA,F,1922.0,284.0,307.0,300.0,332.0,14056.0,5.545454545
1279,FL,F,1473.0,611.0,647.0,649.0,688.0,14056.0,7.333333333
1280,IN,F,369.0,251.0,305.0,295.0,346.0,11275.0,5.625
1281,CO,F,1070.0,505.0,510.0,529.0,518.0,16105.0,7.583333333
1282,TX,F,340.0,191.0,221.0,208.0,237.0,7393.0,10.0
1283,IN,F,684.0,272.0,321.0,298.0,357.0,14675.0,13.5
1284,SC,M,454.0,244.0,285.0,280.0,320.0,10904.0,10.77777778
1285,IL,M,574.0,289.0,318.0,315.0,363.0,11250.0,3.555555556
1286,NC,F,730.0,309.0,374.0,365.0,419.0,14056.0,10.0
1287,IA,M,588.0,332.0,380.0,354.0,405.0,11164.0,4.0
1288,OR,F,1465.0,514.0,638.0,589.0,720.0,14056.0,7.818181818
1289,NC,F,824.0,285.0,305.0,333.0,356.0,13339.0,9.909090909
1290,FL,M,852.0,443.0,446.0,480.0,497.0,16681.0,10.0
1291,MI,F,777.0,444.0,485.0,476.0,511.0,16822.0,9.3
1292,TX,F,532.0,237.0,404.0,297.0,396.0,11962.0,12.0
1293,CA,M,770.0,625.0,613.0,357.0,709.0,23064.0,10.09090909
1294,CA,F,1990.0,301.0,326.0,389.0,395.0,14403.0,15.0
1295,AR,M,844.0,293.0,336.0,333.0,390.0,19809.0,10.0
1296,TX,M,822.0,228.0,322.0,321.0,385.0,11594.0,10.75
1297,SC,F,761.0,396.0,422.0,425.0,464.0,15429.0,6.466666667
1298,FL,F,965.0,356.0,453.0,426.0,495.0,19633.0,9.538461539
1299,MO,F,150.0,162.0,197.0,198.0,239.0,8299.0,6.333333333
1300,CO,F,607.0,239.0,260.0,256.0,279.0,10199.0,3.6
1301,MN,F,760.0,469.0,505.0,492.0,544.0,17948.0,10.0
1302,IL,F,445.0,234.0,253.0,270.0,306.0,10475.0,10.0
1303,CO,F,1331.0,503.0,579.0,561.0,635.0,22045.0,12.2
1304,IL,F,598.0,371.0,453.0,419.0,487.0,16242.0,11.5
1305,KY,F,683.0,267.0,309.0,325.0,362.0,11879.0,16.57142857
1306,MO,M,150.0,202.0,251.0,223.0,258.0,8084.0,10.0
1307,AR,F,502.0,247.0,298.0,292.0,336.0,14056.0,9.0
1308,CA,F,1856.0,504.0,523.0,516.0,536.0,17132.0,13.0
1309,IL,M,301.0,238.0,354.0,267.0,347.0,12366.0,10.5
1310,AL,F,1075.0,511.0,556.0,552.0,590.0,20216.0,5.8
1311,KY,F,283.0,149.0,168.0,207.0,227.0,7466.0,5.111111111
1312,AR,F,1054.0,584.0,644.0,652.0,726.0,26074.0,13.53846154
1313,WI,F,1260.0,252.0,357.0,309.0,404.0,17617.0,4.857142857
1314,MI,F,574.0,299.0,363.0,360.0,420.0,17296.0,6.166666667
1315,TN,F,402.0,194.0,229.0,234.0,267.0,8742.0,12.0
1316,TX,F,557.0,211.0,188.0,221.0,205.0,5550.0,13.0
1317,MO,F,320.0,148.0,183.0,202.0,233.0,9379.0,13.33333333
1318,OR,F,758.0,407.0,409.0,455.0,457.0,17576.0,7.454545455
1319,MI,F,836.0,332.0,354.0,380.0,425.0,14056.0,4.476190476
1320,TN,F,468.0,245.0,308.0,294.0,315.0,11358.0,8.0
1321,CA,F,770.0,423.0,486.0,454.0,528.0,19220.0,10.0
1322,MI,M,497.0,362.0,452.0,384.0,421.0,13649.0,20.41666667
1323,NV,M,1003.0,258.0,322.0,318.0,386.0,15748.0,10.0
1324,TX,M,770.0,477.0,522.0,522.0,578.0,19810.0,20.0
1325,CO,M,739.0,369.0,368.0,419.0,428.0,14453.0,10.0
1326,GA,F,770.0,312.0,360.0,357.0,402.0,14056.0,3.761904762
1327,IA,F,1282.0,550.0,637.0,607.0,703.0,26007.0,4.857142857
1328,CA,F,1167.0,211.0,272.0,329.0,406.0,16425.0,11.14285714
1329,NM,F,636.0,281.0,311.0,295.0,341.0,11957.0,8.75
1330,CA,M,1834.0,442.0,371.0,441.0,420.0,11448.0,14.8
1331,IL,M,912.0,334.0,393.0,375.0,453.0,14883.0,8.5625
1332,CA,F,2125.0,375.0,399.0,411.0,468.0,21196.0,20.0
1333,MO,F,1180.0,513.0,548.0,554.0,607.0,19444.0,10.0
1334,CA,F,669.0,190.0,360.0,214.0,226.0,7245.0,8.4
1335,GA,F,533.0,301.0,349.0,339.0,386.0,11562.0,8.2
1336,OR,M,480.0,203.0,217.0,202.0,237.0,8973.0,17.33333333
1337,TX,M,435.0,174.0,209.0,256.0,289.0,7881.0,12.83333333
1338,NC,F,548.0,213.0,307.0,256.0,317.0,11564.0,10.0
1339,KY,M,447.0,214.0,280.0,265.0,314.0,14056.0,12.33333333
1340,FL,M,467.0,192.0,261.0,261.0,323.0,14056.0,15.0
1341,MI,M,327.0,232.0,256.0,284.0,325.0,12587.0,13.66666667
1342,IL,F,890.0,437.0,426.0,459.0,455.0,20927.0,8.285714286
1343,CA,F,770.0,312.0,658.0,665.0,754.0,14056.0,10.0
1344,FL,F,679.0,192.0,238.0,242.0,321.0,13762.0,7.428571429
1345,CA,F,1878.0,351.0,439.0,389.0,475.0,15262.0,5.3
1346,FL,F,742.0,239.0,293.0,290.0,356.0,18464.0,10.0
1347,OK,F,466.0,332.0,368.0,368.0,399.0,12452.0,10.87878788
1348,CA,F,911.0,325.0,358.0,330.0,384.0,14056.0,10.0
1349,WA,M,952.0,414.0,452.0,484.0,529.0,23125.0,14.22222222
1350,FL,M,879.0,235.0,251.0,303.0,327.0,9954.0,10.5
1351,IN,F,573.0,393.0,437.0,413.0,471.0,16377.0,16.28571429
1352,CA,F,1644.0,396.0,426.0,450.0,489.0,16298.0,3.0
1353,CO,F,905.0,215.0,245.0,269.0,331.0,10917.0,13.14285714
1354,GA,F,406.0,183.0,225.0,245.0,287.0,8848.0,7.444444444
1355,WA,F,430.0,221.0,234.0,236.0,243.0,8096.0,10.27272727
1356,FL,F,492.0,200.0,244.0,243.0,288.0,13616.0,15.0
1357,GA,M,553.0,325.0,334.0,343.0,345.0,11881.0,7.2
1358,AR,F,719.0,313.0,366.0,331.0,407.0,13050.0,5.428571429
1359,WA,M,1761.0,583.0,588.0,692.0,715.0,25887.0,12.5
1360,MI,M,800.0,409.0,448.0,433.0,478.0,14218.0,20.83333333
1361,IN,M,789.0,383.0,434.0,412.0,462.0,17643.0,9.916666667
1362,MI,M,545.0,265.0,281.0,312.0,328.0,14056.0,10.0625
1363,MN,M,745.0,326.0,382.0,374.0,428.0,15081.0,11.42857143
1364,FL,M,1144.0,333.0,443.0,436.0,505.0,16518.0,14.81818182
1365,FL,F,730.0,181.0,191.0,287.0,272.0,12098.0,10.5
1366,NM,F,506.0,191.0,214.0,253.0,273.0,8923.0,14.81818182
1367,CA,F,1748.0,351.0,355.0,382.0,391.0,14059.0,10.0
1368,CA,F,770.0,233.0,280.0,247.0,394.0,12950.0,20.17647059
1369,NC,F,739.0,309.0,402.0,405.0,451.0,17709.0,10.42857143
1370,CA,F,770.0,320.0,379.0,360.0,397.0,15000.0,22.5
1371,CA,F,2051.0,523.0,545.0,543.0,561.0,19319.0,10.0
1372,AR,F,1553.0,312.0,653.0,694.0,725.0,14056.0,10.0
1373,CA,M,986.0,354.0,389.0,369.0,405.0,13968.0,7.6
1374,GA,M,442.0,218.0,253.0,257.0,286.0,9399.0,15.0
1375,KS,F,405.0,241.0,274.0,291.0,349.0,11254.0,21.06666667
1376,OK,M,922.0,374.0,442.0,449.0,501.0,16125.0,14.0
1377,NC,F,506.0,243.0,285.0,294.0,336.0,11973.0,9.090909091
1378,AR,M,723.0,265.0,361.0,351.0,485.0,17145.0,18.4
1379,OR,M,528.0,284.0,338.0,306.0,359.0,11925.0,12.47826087
1380,IL,F,418.0,330.0,343.0,381.0,430.0,14006.0,11.0
1381,IL,F,704.0,314.0,349.0,358.0,415.0,11865.0,13.0
1382,AR,F,1060.0,519.0,602.0,559.0,631.0,18341.0,6.357142857
1383,IL,F,539.0,254.0,348.0,297.0,343.0,12966.0,7.894736842
1384,IN,F,1097.0,485.0,562.0,534.0,601.0,21132.0,14.6
1385,IL,F,1058.0,479.0,499.0,525.0,562.0,14056.0,8.75
1386,CA,M,1971.0,553.0,605.0,559.0,607.0,17576.0,15.0
1387,GA,M,512.0,190.0,237.0,248.0,297.0,9317.0,20.0
1388,TX,M,321.0,170.0,189.0,233.0,271.0,9720.0,10.0
1389,WA,M,770.0,631.0,638.0,357.0,718.0,14056.0,6.7
1390,IA,F,622.0,347.0,378.0,401.0,416.0,15808.0,15.0
1391,GA,M,351.0,171.0,186.0,357.0,237.0,8814.0,10.0
1392,CA,F,770.0,311.0,385.0,484.0,537.0,18525.0,11.46153846
1393,FL,F,955.0,324.0,379.0,397.0,444.0,12645.0,7.264347826
1394,OR,M,442.0,156.0,195.0,165.0,191.0,6370.0,16.5
1395,MI,F,569.0,356.0,384.0,440.0,515.0,14056.0,6.75
1396,CA,M,1170.0,210.0,220.0,252.0,255.0,7629.0,5.7
1397,CA,F,770.0,301.0,316.0,333.0,367.0,10333.0,10.0
1398,MI,F,330.0,249.0,317.0,289.0,357.0,10932.0,7.333333333
1399,CA,F,1713.0,217.0,244.0,310.0,334.0,9763.0,15.0
1400,GA,F,618.0,278.0,291.0,322.0,364.0,14056.0,7.285714286
1401,AL,M,310.0,243.0,308.0,265.0,297.0,9642.0,11.2
1402,MI,M,299.0,244.0,267.0,263.0,303.0,10136.0,4.9375
1403,NC,F,504.0,238.0,355.0,319.0,424.0,14056.0,8.5
1404,NC,M,782.0,223.0,341.0,272.0,357.0,11910.0,10.23076923
1405,SC,F,383.0,76.0,134.0,135.0,180.0,5990.0,12.2
1406,CA,M,2044.0,329.0,337.0,397.0,423.0,13686.0,10.75
1407,AR,F,770.0,411.0,516.0,535.0,640.0,14056.0,9.0
1408,GA,M,866.0,463.0,475.0,467.0,492.0,15563.0,7.545454545
1409,NV,M,899.0,479.0,486.0,542.0,535.0,14056.0,9.444444444
1410,IA,F,221.0,216.0,274.0,252.0,304.0,10791.0,11.33333333
1411,CA,F,770.0,340.0,364.0,397.0,432.0,13558.0,10.0
1412,MN,F,198.0,173.0,209.0,208.0,238.0,7616.0,5.0
1413,OR,M,600.0,236.0,256.0,273.0,275.0,9757.0,18.95833333
1414,WA,M,944.0,395.0,417.0,414.0,461.0,14056.0,5.266666667
1415,TX,F,463.0,404.0,416.0,427.0,470.0,16020.0,10.4
1416,MO,F,290.0,182.0,228.0,235.0,277.0,9887.0,20.0
1417,IN,F,694.0,270.0,376.0,339.0,450.0,14428.0,13.0
1418,MN,F,797.0,259.0,378.0,318.0,392.0,12827.0,3.161290323
1419,KS,F,589.0,282.0,286.0,337.0,366.0,16020.0,10.0
1420,NC,M,1205.0,246.0,459.0,345.0,473.0,19319.0,4.176470588
1421,AL,M,464.0,270.0,288.0,289.0,307.0,9942.0,6.5
1422,IN,M,444.0,265.0,324.0,304.0,353.0,11781.0,4.5
1423,FL,F,801.0,324.0,382.0,419.0,478.0,19724.0,4.9
1424,TX,F,337.0,204.0,261.0,263.0,298.0,12342.0,8.294117647
1425,MI,M,434.0,237.0,337.0,305.0,372.0,11550.0,11.66666667
1426,FL,F,646.0,241.0,257.0,278.0,299.0,12694.0,7.1875
1427,KS,M,740.0,295.0,376.0,329.0,420.0,15354.0,12.6
1428,GA,F,717.0,316.0,339.0,349.0,366.0,12673.0,10.0
1429,CA,M,770.0,302.0,288.0,340.0,322.0,6309.0,7.0
1430,IL,F,636.0,316.0,395.0,325.0,393.0,15018.0,14.25
1431,IL,M,770.0,312.0,653.0,357.0,707.0,14056.0,10.6
1432,GA,F,717.0,327.0,352.0,347.0,364.0,12615.0,10.0
1433,TX,F,715.0,295.0,301.0,333.0,355.0,9884.0,7.111111111
1434,KS,M,386.0,293.0,354.0,302.0,356.0,11937.0,4.217391304
1435,OR,F,684.0,290.0,323.0,323.0,356.0,11910.0,20.0
1436,NC,M,469.0,214.0,260.0,271.0,313.0,10164.0,7.465116279
1437,KY,M,884.0,332.0,377.0,357.0,404.0,14624.0,7.666666667
1438,MO,F,275.0,154.0,161.0,224.0,246.0,7925.0,9.25
1439,MN,F,1122.0,554.0,560.0,607.0,618.0,20341.0,10.0
1440,MN,F,656.0,272.0,339.0,318.0,373.0,14010.0,10.0
1441,FL,F,880.0,335.0,343.0,386.0,403.0,13951.0,17.71428571
1442,WA,F,837.0,337.0,381.0,369.0,397.0,14154.0,3.466666667
1443,CA,F,770.0,506.0,548.0,469.0,579.0,19463.0,4.431034483
1444,AL,F,853.0,445.0,464.0,447.0,475.0,15281.0,10.0
1445,WA,F,871.0,381.0,412.0,436.0,476.0,16559.0,7.836734694
1446,TX,M,884.0,312.0,692.0,357.0,746.0,23287.0,9.142857143
1447,WA,F,949.0,429.0,448.0,420.0,468.0,15387.0,11.66666667
1448,CA,F,1788.0,368.0,424.0,415.0,514.0,23026.0,11.0
1449,CO,F,1274.0,520.0,541.0,548.0,575.0,21997.0,6.0
1450,NM,F,481.0,280.0,335.0,279.0,319.0,10294.0,7.2
1451,CA,M,1728.0,470.0,511.0,503.0,523.0,16413.0,10.0
1452,FL,M,1322.0,355.0,405.0,408.0,454.0,14439.0,3.566666667
1453,CA,F,770.0,561.0,574.0,648.0,662.0,14056.0,19.16666667
1454,WI,F,685.0,359.0,365.0,372.0,375.0,14570.0,3.589285714
1455,CA,M,479.0,208.0,268.0,272.0,322.0,11081.0,9.555555556
1456,FL,F,860.0,458.0,453.0,495.0,505.0,19217.0,13.51111111
1457,CA,F,1821.0,454.0,466.0,486.0,505.0,17008.0,7.384615385
1458,TX,M,1076.0,490.0,503.0,550.0,578.0,19138.0,14.54545455
1459,CA,F,1231.0,323.0,398.0,367.0,412.0,14716.0,12.3
1460,FL,F,440.0,185.0,231.0,253.0,299.0,9983.0,8.916666667
1461,MI,M,1572.0,566.0,587.0,623.0,684.0,23133.0,10.0
1462,NC,M,347.0,166.0,202.0,204.0,233.0,8507.0,14.75
1463,GA,F,1153.0,562.0,583.0,609.0,629.0,14056.0,10.0
1464,WA,F,2075.0,312.0,360.0,357.0,402.0,14056.0,5.517241379
1465,TX,F,360.0,167.0,235.0,219.0,269.0,8048.0,10.0
1466,NC,M,542.0,211.0,245.0,269.0,361.0,19216.0,15.4
1467,NV,F,948.0,325.0,353.0,367.0,398.0,15038.0,3.411764706
1468,IN,M,809.0,385.0,482.0,413.0,511.0,14699.0,20.0
1469,CA,M,2083.0,198.0,186.0,220.0,211.0,6972.0,3.8125
1470,WA,M,1271.0,324.0,351.0,393.0,417.0,17340.0,9.5
1471,IL,M,440.0,286.0,331.0,323.0,375.0,12840.0,6.0
1472,IN,M,614.0,289.0,317.0,335.0,385.0,16415.0,15.0
1473,CA,M,770.0,426.0,446.0,483.0,542.0,19561.0,14.5
1474,MI,F,923.0,299.0,364.0,353.0,409.0,15965.0,7.607142857
1475,TX,M,577.0,425.0,437.0,437.0,454.0,12951.0,7.375
1476,MI,M,347.0,245.0,310.0,286.0,328.0,12777.0,4.904761905
1477,NC,M,1250.0,319.0,411.0,429.0,540.0,25660.0,10.0
1478,MI,M,770.0,417.0,426.0,450.0,454.0,14053.0,10.6
1479,LA,F,589.0,378.0,384.0,410.0,422.0,15300.0,16.0
1480,KY,M,687.0,368.0,407.0,375.0,419.0,14581.0,6.105263158
1481,NC,M,875.0,280.0,317.0,343.0,381.0,15917.0,7.0
1482,TX,M,864.0,388.0,480.0,402.0,511.0,14056.0,8.230769231
1483,OR,F,701.0,307.0,352.0,353.0,400.0,14056.0,10.0
1484,MI,F,664.0,312.0,308.0,336.0,332.0,11283.0,3.613636364
1485,CA,M,755.0,218.0,232.0,282.0,290.0,8572.0,11.33333333
1486,MS,M,423.0,212.0,262.0,251.0,287.0,9065.0,5.95945946
1487,CA,F,770.0,515.0,518.0,584.0,588.0,20539.0,10.0
1488,CA,F,1257.0,356.0,358.0,427.0,445.0,17145.0,6.384615385
1489,GA,F,1173.0,503.0,625.0,562.0,660.0,21302.0,8.931034483
1490,MI,F,862.0,476.0,519.0,478.0,511.0,16332.0,20.25
1491,IA,F,339.0,254.0,271.0,293.0,321.0,9822.0,5.928571429
1492,MO,M,392.0,218.0,239.0,265.0,300.0,10421.0,4.266666667
1493,NC,F,576.0,289.0,308.0,304.0,323.0,10642.0,8.923076923
1494,MN,F,575.0,209.0,212.0,247.0,265.0,8620.0,4.428571429
1495,FL,M,709.0,220.0,254.0,264.0,296.0,12538.0,7.333333333
1496,KY,M,724.0,322.0,380.0,363.0,393.0,11652.0,17.22222222
1497,MN,M,719.0,365.0,561.0,430.0,519.0,18970.0,10.0
1498,MI,F,411.0,199.0,230.0,244.0,272.0,9491.0,13.0
1499,OK,M,498.0,284.0,304.0,274.0,315.0,9667.0,11.5
1500,TX,F,716.0,291.0,438.0,351.0,454.0,23868.0,20.0
1501,MI,M,732.0,404.0,431.0,434.0,481.0,15554.0,10.5
1502,TX,M,1155.0,312.0,695.0,357.0,750.0,22931.0,12.5
1503,MI,F,245.0,189.0,176.0,246.0,224.0,8638.0,10.0
1504,LA,F,764.0,354.0,362.0,383.0,401.0,12713.0,6.25
1505,IL,M,1000.0,453.0,463.0,458.0,478.0,15134.0,10.0
1506,IN,F,519.0,314.0,357.0,349.0,381.0,14056.0,5.6875
1507,FL,F,720.0,364.0,416.0,450.0,521.0,18273.0,17.89473684
1508,CA,M,770.0,518.0,550.0,570.0,606.0,18830.0,10.0
1509,GA,F,687.0,379.0,403.0,360.0,380.0,12223.0,13.85714286
1510,CA,M,710.0,236.0,388.0,313.0,400.0,14056.0,13.57142857
1511,WI,M,708.0,358.0,370.0,384.0,414.0,14051.0,10.0
1512,TX,M,1364.0,634.0,673.0,357.0,402.0,14056.0,15.0
1513,WA,F,827.0,277.0,328.0,309.0,371.0,12751.0,10.15789474
1514,TX,F,725.0,334.0,354.0,418.0,432.0,14447.0,15.4
1515,NC,F,548.0,197.0,246.0,259.0,300.0,10044.0,12.375
1516,WA,F,1055.0,319.0,379.0,375.0,421.0,16161.0,14.0
1517,MI,F,479.0,280.0,304.0,333.0,350.0,14056.0,5.884615385
1518,IL,F,770.0,427.0,625.0,561.0,402.0,14056.0,3.25
1519,TX,F,1088.0,421.0,514.0,511.0,557.0,21558.0,15.0
1520,CA,F,875.0,226.0,224.0,254.0,254.0,7095.0,6.0
1521,CA,M,883.0,247.0,272.0,310.0,336.0,11712.0,4.944444444
1522,NC,F,514.0,239.0,289.0,276.0,322.0,11393.0,10.0
1523,TX,F,689.0,344.0,359.0,368.0,377.0,16348.0,22.28571429
1524,LA,F,708.0,368.0,404.0,407.0,441.0,14056.0,12.52631579
1525,MO,M,733.0,337.0,409.0,359.0,426.0,15662.0,10.0
1526,MO,F,476.0,219.0,280.0,272.0,319.0,10966.0,5.434782609
1527,MO,F,2041.0,312.0,360.0,357.0,402.0,14056.0,9.833333333
1528,FL,M,881.0,297.0,363.0,375.0,453.0,19104.0,6.714285714
1529,TX,F,1150.0,196.0,212.0,245.0,270.0,14466.0,7.666666667
1530,GA,F,529.0,259.0,304.0,280.0,304.0,9796.0,5.611111111
1531,CA,F,1205.0,399.0,408.0,444.0,450.0,14056.0,9.8
1532,TX,F,301.0,215.0,273.0,262.0,299.0,10813.0,8.982758621
1533,TX,F,945.0,398.0,578.0,446.0,563.0,19790.0,17.18181818
1534,KY,F,714.0,187.0,290.0,282.0,376.0,13679.0,12.07142857
1535,OK,M,763.0,316.0,334.0,378.0,398.0,12903.0,5.5
1536,WI,M,515.0,258.0,276.0,302.0,327.0,11337.0,5.857142857
1537,GA,M,448.0,192.0,241.0,254.0,299.0,9533.0,10.0
1538,CO,F,524.0,264.0,269.0,329.0,325.0,11359.0,11.8
1539,IN,M,637.0,286.0,316.0,335.0,371.0,13061.0,10.0
1540,IN,F,778.0,377.0,422.0,447.0,527.0,17251.0,5.821818182
1541,NM,F,1008.0,360.0,397.0,388.0,426.0,14990.0,8.916666667
1542,KS,F,993.0,285.0,366.0,329.0,399.0,14056.0,5.235294118
1543,CA,F,1149.0,222.0,263.0,250.0,273.0,9856.0,6.619047619
1544,WI,M,575.0,318.0,341.0,379.0,414.0,14056.0,8.473684211
1545,WA,F,1627.0,456.0,508.0,537.0,586.0,20311.0,9.266666667
1546,MI,F,428.0,208.0,243.0,268.0,293.0,10491.0,6.461538462
1547,CO,F,717.0,333.0,341.0,344.0,360.0,11669.0,10.0
1548,CA,F,770.0,513.0,533.0,517.0,523.0,15740.0,10.0
1549,CA,F,2113.0,422.0,450.0,502.0,532.0,19377.0,9.0
1550,CA,F,1104.0,266.0,275.0,323.0,319.0,9833.0,2.637931034
1551,TX,M,362.0,208.0,217.0,238.0,255.0,7220.0,7.142857143
1552,MI,M,403.0,327.0,375.0,304.0,364.0,15337.0,7.32
1553,IL,F,1014.0,262.0,273.0,306.0,350.0,10522.0,11.1875
1554,MI,F,732.0,377.0,478.0,396.0,453.0,14455.0,9.5
1555,CA,M,1309.0,409.0,419.0,424.0,432.0,12004.0,12.0
1556,FL,F,961.0,297.0,341.0,366.0,386.0,12625.0,13.66666667
1557,MO,F,883.0,468.0,503.0,493.0,517.0,15167.0,13.8
1558,CO,M,1285.0,474.0,510.0,535.0,584.0,21521.0,5.1875
1559,MN,F,889.0,272.0,398.0,341.0,450.0,14767.0,16.0
1560,NC,F,609.0,257.0,338.0,299.0,323.0,14056.0,6.0
1561,IL,F,1240.0,395.0,496.0,436.0,550.0,19153.0,5.375
1562,MI,M,426.0,267.0,315.0,314.0,343.0,13836.0,16.75
1563,TX,M,792.0,260.0,320.0,337.0,396.0,14354.0,11.33333333
1564,LA,M,801.0,487.0,523.0,509.0,550.0,15880.0,13.27272727
1565,TX,F,872.0,534.0,548.0,594.0,607.0,19255.0,10.0
1566,OK,F,848.0,372.0,386.0,404.0,426.0,13972.0,10.0
1567,CO,M,985.0,478.0,495.0,508.0,591.0,20164.0,12.125
1568,MI,F,795.0,442.0,475.0,557.0,627.0,14056.0,9.0
1569,MI,F,556.0,317.0,324.0,313.0,346.0,11613.0,5.263157895
1570,SC,F,630.0,279.0,323.0,329.0,371.0,12137.0,11.5
1571,IN,F,789.0,312.0,430.0,425.0,447.0,14123.0,5.833333333
1572,LA,F,1384.0,312.0,643.0,667.0,749.0,14056.0,8.0
1573,TX,M,688.0,562.0,564.0,582.0,596.0,18272.0,12.0
1574,AR,F,569.0,156.0,158.0,187.0,202.0,14056.0,5.166666667
1575,TX,F,651.0,197.0,250.0,252.0,284.0,9858.0,8.277777778
1576,FL,M,1307.0,310.0,381.0,383.0,450.0,23204.0,18.0
1577,TX,F,241.0,164.0,241.0,231.0,290.0,9397.0,8.466666667
1578,WI,F,617.0,221.0,247.0,249.0,289.0,9366.0,10.0
1579,CA,F,838.0,163.0,176.0,235.0,241.0,6653.0,6.666666667
1580,SC,M,688.0,312.0,432.0,442.0,475.0,16158.0,9.4
1581,MI,F,435.0,304.0,322.0,325.0,365.0,12197.0,10.0
1582,FL,F,677.0,242.0,261.0,282.0,302.0,13521.0,9.8
1583,FL,M,980.0,335.0,387.0,381.0,435.0,14977.0,11.0
1584,SC,M,788.0,225.0,275.0,299.0,343.0,12754.0,10.0
