,_id,order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer,geometria,producto,cantidad,opiniones
67,6207981ff1ffd716fe69da45,ORD077302,ID1594632498,2019-08-13,Nickolson,"('OLIVIA X460', 2)",8085,77.8,-37.8206783,144.9793054,15,6950.05,Winter,True,0.8885,five stars excellent condition!!!,True,"{'type': 'Point', 'coordinates': [144.9793054, -37.8206783]}",OLIVIA X460,2,Good
67,6207981ff1ffd716fe69da45,ORD077302,ID1594632498,2019-08-13,Nickolson,"('LUCENT 330S', 1)",8085,77.8,-37.8206783,144.9793054,15,6950.05,Winter,True,0.8885,five stars excellent condition!!!,True,"{'type': 'Point', 'coordinates': [144.9793054, -37.8206783]}",LUCENT 330S,1,Good
67,6207981ff1ffd716fe69da45,ORD077302,ID1594632498,2019-08-13,Nickolson,"('IASSIST LINE', 1)",8085,77.8,-37.8206783,144.9793054,15,6950.05,Winter,True,0.8885,five stars excellent condition!!!,True,"{'type': 'Point', 'coordinates': [144.9793054, -37.8206783]}",IASSIST LINE,1,Good
68,6207981ff1ffd716fe69d983,ORD255642,ID3085953531,2019-12-24,Nickolson,"('iAssist Line', 2)",19710,75.64,-37.8161657,144.9752775,0,19785.64,Summer,True,0.5716,"phone had a problem phone seemed great but constantly had a message about service provider update after inserting sim card, which rendered the phone useless. spent several hours trying to figure out the problem and called olivia, cricket, sprint but nobody could help.",False,"{'type': 'Point', 'coordinates': [144.9752775, -37.8161657]}",iAssist Line,2,Good
68,6207981ff1ffd716fe69d983,ORD255642,ID3085953531,2019-12-24,Nickolson,"('Alcon 10', 1)",19710,75.64,-37.8161657,144.9752775,0,19785.64,Summer,True,0.5716,"phone had a problem phone seemed great but constantly had a message about service provider update after inserting sim card, which rendered the phone useless. spent several hours trying to figure out the problem and called olivia, cricket, sprint but nobody could help.",False,"{'type': 'Point', 'coordinates': [144.9752775, -37.8161657]}",Alcon 10,1,Good
68,6207981ff1ffd716fe69d983,ORD255642,ID3085953531,2019-12-24,Nickolson,"('pearTV', 1)",19710,75.64,-37.8161657,144.9752775,0,19785.64,Summer,True,0.5716,"phone had a problem phone seemed great but constantly had a message about service provider update after inserting sim card, which rendered the phone useless. spent several hours trying to figure out the problem and called olivia, cricket, sprint but nobody could help.",False,"{'type': 'Point', 'coordinates': [144.9752775, -37.8161657]}",pearTV,1,Good
69,6207981ff1ffd716fe69db2a,ORD436478,ID0054558290,2019-07-21,Nickolson,"('Toshika 750', 2)",20200,65.84,-37.8203732,144.9793657,0,20265.84,Winter,False,0.8855,great tablet other than the photo image quality is fuzzy and not the best.,True,"{'type': 'Point', 'coordinates': [144.9793657, -37.8203732]}",Toshika 750,2,Good
69,6207981ff1ffd716fe69db2a,ORD436478,ID0054558290,2019-07-21,Nickolson,"('Lucent 330S', 2)",20200,65.84,-37.8203732,144.9793657,0,20265.84,Winter,False,0.8855,great tablet other than the photo image quality is fuzzy and not the best.,True,"{'type': 'Point', 'coordinates': [144.9793657, -37.8203732]}",Lucent 330S,2,Good
69,6207981ff1ffd716fe69db2a,ORD436478,ID0054558290,2019-07-21,Nickolson,"('Alcon 10', 1)",20200,65.84,-37.8203732,144.9793657,0,20265.84,Winter,False,0.8855,great tablet other than the photo image quality is fuzzy and not the best.,True,"{'type': 'Point', 'coordinates': [144.9793657, -37.8203732]}",Alcon 10,1,Good
69,6207981ff1ffd716fe69db2a,ORD436478,ID0054558290,2019-07-21,Nickolson,"('iStream', 1)",20200,65.84,-37.8203732,144.9793657,0,20265.84,Winter,False,0.8855,great tablet other than the photo image quality is fuzzy and not the best.,True,"{'type': 'Point', 'coordinates': [144.9793657, -37.8203732]}",iStream,1,Good
70,6207981ff1ffd716fe69d9b5,ORD239056,ID0598401527,2019-04-25,Nickolson,"('Alcon 10', 1)",19710,63.3,-37.8146744,144.963545,25,14845.8,Autumn,True,0.6851,one star defected.,False,"{'type': 'Point', 'coordinates': [144.963545, -37.8146744]}",Alcon 10,1,Poor
70,6207981ff1ffd716fe69d9b5,ORD239056,ID0598401527,2019-04-25,Nickolson,"('pearTV', 1)",19710,63.3,-37.8146744,144.963545,25,14845.8,Autumn,True,0.6851,one star defected.,False,"{'type': 'Point', 'coordinates': [144.963545, -37.8146744]}",pearTV,1,Poor
70,6207981ff1ffd716fe69d9b5,ORD239056,ID0598401527,2019-04-25,Nickolson,"('iAssist Line', 2)",19710,63.3,-37.8146744,144.963545,25,14845.8,Autumn,True,0.6851,one star defected.,False,"{'type': 'Point', 'coordinates': [144.963545, -37.8146744]}",iAssist Line,2,Poor
71,6207981ff1ffd716fe69d99c,ORD430536,ID0598399382,2019-04-02,Nickolson,"('Toshika 750', 1)",13595,64.53,-37.8140167,144.9654387,15,11620.28,Autumn,False,0.6249,excellent phone i really bought it as a gift is a phone that a friend in another country that uses the 3g network sent me thanks because the phone is formidable thanks for your work,True,"{'type': 'Point', 'coordinates': [144.9654387, -37.8140167]}",Toshika 750,1,Neutral
71,6207981ff1ffd716fe69d99c,ORD430536,ID0598399382,2019-04-02,Nickolson,"('iAssist Line', 1)",13595,64.53,-37.8140167,144.9654387,15,11620.28,Autumn,False,0.6249,excellent phone i really bought it as a gift is a phone that a friend in another country that uses the 3g network sent me thanks because the phone is formidable thanks for your work,True,"{'type': 'Point', 'coordinates': [144.9654387, -37.8140167]}",iAssist Line,1,Neutral
71,6207981ff1ffd716fe69d99c,ORD430536,ID0598399382,2019-04-02,Nickolson,"('iStream', 1)",13595,64.53,-37.8140167,144.9654387,15,11620.28,Autumn,False,0.6249,excellent phone i really bought it as a gift is a phone that a friend in another country that uses the 3g network sent me thanks because the phone is formidable thanks for your work,True,"{'type': 'Point', 'coordinates': [144.9654387, -37.8140167]}",iStream,1,Neutral
71,6207981ff1ffd716fe69d99c,ORD430536,ID0598399382,2019-04-02,Nickolson,"('Universe Note', 2)",13595,64.53,-37.8140167,144.9654387,15,11620.28,Autumn,False,0.6249,excellent phone i really bought it as a gift is a phone that a friend in another country that uses the 3g network sent me thanks because the phone is formidable thanks for your work,True,"{'type': 'Point', 'coordinates': [144.9654387, -37.8140167]}",Universe Note,2,Neutral
72,6207981ff1ffd716fe69d987,ORD428910,ID2180614753,2019-07-15,Nickolson,"('Olivia x460', 1)",1655,63.27,-37.8141139,144.9714122,25,1304.52,Winter,False,0.525,nice phone worked great on straight talk. been a durable phone,True,"{'type': 'Point', 'coordinates': [144.9714122, -37.8141139]}",Olivia x460,1,Good
72,6207981ff1ffd716fe69d987,ORD428910,ID2180614753,2019-07-15,Nickolson,"('Candle Inferno', 1)",1655,63.27,-37.8141139,144.9714122,25,1304.52,Winter,False,0.525,nice phone worked great on straight talk. been a durable phone,True,"{'type': 'Point', 'coordinates': [144.9714122, -37.8141139]}",Candle Inferno,1,Good
73,6207981ff1ffd716fe69da38,ORD393183,ID0598401577,2019-10-14,Nickolson,"('Lucent 330S', 1)",14320,100.74,-37.8142345,144.9637244,15,12272.74,Spring,True,0.7058,five stars great !!!!!!! no complaints !!!!,True,"{'type': 'Point', 'coordinates': [144.9637244, -37.8142345]}",Lucent 330S,1,Good
73,6207981ff1ffd716fe69da38,ORD393183,ID0598401577,2019-10-14,Nickolson,"('iAssist Line', 2)",14320,100.74,-37.8142345,144.9637244,15,12272.74,Spring,True,0.7058,five stars great !!!!!!! no complaints !!!!,True,"{'type': 'Point', 'coordinates': [144.9637244, -37.8142345]}",iAssist Line,2,Good
73,6207981ff1ffd716fe69da38,ORD393183,ID0598401577,2019-10-14,Nickolson,"('Toshika 750', 2)",14320,100.74,-37.8142345,144.9637244,15,12272.74,Spring,True,0.7058,five stars great !!!!!!! no complaints !!!!,True,"{'type': 'Point', 'coordinates': [144.9637244, -37.8142345]}",Toshika 750,2,Good
74,6207981ff1ffd716fe69db65,ORD021509,ID0145261554,2019-06-21,Nickolson,"('Candle Inferno', 2)",15005,77.98,-37.8151119,144.9612114,0,15082.98,Winter,True,0.8296,"solid deal! research who has the highest rating. i received my phone a couple weeks ago. it had a scratch on the back that is fairly noticeable, but otherwise a very beautiful phone (silver). works great, and i've had no issues!",True,"{'type': 'Point', 'coordinates': [144.9612114, -37.8151119]}",Candle Inferno,2,Good
74,6207981ff1ffd716fe69db65,ORD021509,ID0145261554,2019-06-21,Nickolson,"('pearTV', 2)",15005,77.98,-37.8151119,144.9612114,0,15082.98,Winter,True,0.8296,"solid deal! research who has the highest rating. i received my phone a couple weeks ago. it had a scratch on the back that is fairly noticeable, but otherwise a very beautiful phone (silver). works great, and i've had no issues!",True,"{'type': 'Point', 'coordinates': [144.9612114, -37.8151119]}",pearTV,2,Good
74,6207981ff1ffd716fe69db65,ORD021509,ID0145261554,2019-06-21,Nickolson,"('Olivia x460', 1)",15005,77.98,-37.8151119,144.9612114,0,15082.98,Winter,True,0.8296,"solid deal! research who has the highest rating. i received my phone a couple weeks ago. it had a scratch on the back that is fairly noticeable, but otherwise a very beautiful phone (silver). works great, and i've had no issues!",True,"{'type': 'Point', 'coordinates': [144.9612114, -37.8151119]}",Olivia x460,1,Good
74,6207981ff1ffd716fe69db65,ORD021509,ID0145261554,2019-06-21,Nickolson,"('iStream', 2)",15005,77.98,-37.8151119,144.9612114,0,15082.98,Winter,True,0.8296,"solid deal! research who has the highest rating. i received my phone a couple weeks ago. it had a scratch on the back that is fairly noticeable, but otherwise a very beautiful phone (silver). works great, and i've had no issues!",True,"{'type': 'Point', 'coordinates': [144.9612114, -37.8151119]}",iStream,2,Good
75,6207981ff1ffd716fe69da42,ORD176554,ID6167413266,2019-11-02,Nickolson,"('Toshika 750', 1)",14905,101.2,-37.8140787,144.9641242,10,13515.7,Summer,True,0.6932,"excellent phone excellent phone, excellent camera. i only wish i could set google launcher, and gboard, it lags a bit with large amounts of tabs in chrome, but most people wont have this issue, i'm talking about over 50 - 60 open tabs. this is overall a great phone, i'm really happy i got it.",True,"{'type': 'Point', 'coordinates': [144.9641242, -37.8140787]}",Toshika 750,1,Good
75,6207981ff1ffd716fe69da42,ORD176554,ID6167413266,2019-11-02,Nickolson,"('Universe Note', 2)",14905,101.2,-37.8140787,144.9641242,10,13515.7,Summer,True,0.6932,"excellent phone excellent phone, excellent camera. i only wish i could set google launcher, and gboard, it lags a bit with large amounts of tabs in chrome, but most people wont have this issue, i'm talking about over 50 - 60 open tabs. this is overall a great phone, i'm really happy i got it.",True,"{'type': 'Point', 'coordinates': [144.9641242, -37.8140787]}",Universe Note,2,Good
75,6207981ff1ffd716fe69da42,ORD176554,ID6167413266,2019-11-02,Nickolson,"('Olivia x460', 1)",14905,101.2,-37.8140787,144.9641242,10,13515.7,Summer,True,0.6932,"excellent phone excellent phone, excellent camera. i only wish i could set google launcher, and gboard, it lags a bit with large amounts of tabs in chrome, but most people wont have this issue, i'm talking about over 50 - 60 open tabs. this is overall a great phone, i'm really happy i got it.",True,"{'type': 'Point', 'coordinates': [144.9641242, -37.8140787]}",Olivia x460,1,Good
75,6207981ff1ffd716fe69da42,ORD176554,ID6167413266,2019-11-02,Nickolson,"('Lucent 330S', 2)",14905,101.2,-37.8140787,144.9641242,10,13515.7,Summer,True,0.6932,"excellent phone excellent phone, excellent camera. i only wish i could set google launcher, and gboard, it lags a bit with large amounts of tabs in chrome, but most people wont have this issue, i'm talking about over 50 - 60 open tabs. this is overall a great phone, i'm really happy i got it.",True,"{'type': 'Point', 'coordinates': [144.9641242, -37.8140787]}",Lucent 330S,2,Good
76,6207981ff1ffd716fe69da62,ORD265905,ID6167344549,2019-10-16,Nickolson,"('Alcon 10', 2)",20350,75.39,-37.8139812,144.971284,15,17372.89,Spring,False,0.5357,"best purchase on digico so far! was excited about getting this because my old phone broke, i love this thing and it is waterproof! definitely worth the money, also was delivered well before expected :d",True,"{'type': 'Point', 'coordinates': [144.971284, -37.8139812]}",Alcon 10,2,Good
76,6207981ff1ffd716fe69da62,ORD265905,ID6167344549,2019-10-16,Nickolson,"('Olivia x460', 2)",20350,75.39,-37.8139812,144.971284,15,17372.89,Spring,False,0.5357,"best purchase on digico so far! was excited about getting this because my old phone broke, i love this thing and it is waterproof! definitely worth the money, also was delivered well before expected :d",True,"{'type': 'Point', 'coordinates': [144.971284, -37.8139812]}",Olivia x460,2,Good
77,6207981ff1ffd716fe69dac3,ORD316807,ID0266737792,2019-08-03,Bakers,"('Candle Inferno', 2)",3085,77.6,-37.8235366,144.9808725,5,3008.35,Winter,True,1.1374,"much better phone than the 6s! so far, i am very happy with this phone! the battery life is double of the 6s and since it was unlocked, i just switched the sim cards and transferred everything from one phone to the other in minutes, fantastic!",True,"{'type': 'Point', 'coordinates': [144.9808725, -37.8235366]}",Candle Inferno,2,Neutral
77,6207981ff1ffd716fe69dac3,ORD316807,ID0266737792,2019-08-03,Bakers,"('iAssist Line', 1)",3085,77.6,-37.8235366,144.9808725,5,3008.35,Winter,True,1.1374,"much better phone than the 6s! so far, i am very happy with this phone! the battery life is double of the 6s and since it was unlocked, i just switched the sim cards and transferred everything from one phone to the other in minutes, fantastic!",True,"{'type': 'Point', 'coordinates': [144.9808725, -37.8235366]}",iAssist Line,1,Neutral
78,6207981ff1ffd716fe69d9a8,ORD403400,ID0814816061,2019-05-27,Nickolson,"('Universe Note', 1)",7900,77.82,-37.8153678,144.975339,0,7977.82,Autumn,True,0.623,perfect! looked brand new!! worked perfect once sim card installed!,True,"{'type': 'Point', 'coordinates': [144.975339, -37.8153678]}",Universe Note,1,Neutral
78,6207981ff1ffd716fe69d9a8,ORD403400,ID0814816061,2019-05-27,Nickolson,"('iAssist Line', 2)",7900,77.82,-37.8153678,144.975339,0,7977.82,Autumn,True,0.623,perfect! looked brand new!! worked perfect once sim card installed!,True,"{'type': 'Point', 'coordinates': [144.975339, -37.8153678]}",iAssist Line,2,Neutral
79,6207981ff1ffd716fe69dac6,ORD215775,ID6167441063,2019-07-05,Bakers,"('Olivia x460', 1)",2085,75.12,-37.8141653,144.9632906,0,2160.12,Winter,True,0.7391,"great little device great little device! feels faster than 3 gigs of ram and a mid range processor, easily flies thru tasks as much as any flagship i've ever used! great purchase!",True,"{'type': 'Point', 'coordinates': [144.9632906, -37.8141653]}",Olivia x460,1,Good
79,6207981ff1ffd716fe69dac6,ORD215775,ID6167441063,2019-07-05,Bakers,"('Candle Inferno', 2)",2085,75.12,-37.8141653,144.9632906,0,2160.12,Winter,True,0.7391,"great little device great little device! feels faster than 3 gigs of ram and a mid range processor, easily flies thru tasks as much as any flagship i've ever used! great purchase!",True,"{'type': 'Point', 'coordinates': [144.9632906, -37.8141653]}",Candle Inferno,2,Good
80,6207981ff1ffd716fe69db62,ORD058920,ID4442505589,2019-08-13,Nickolson,"('Olivia x460', 1)",9465,70.01,-37.8246536,144.9547414,15,8115.26,Winter,False,1.4665,"my wife and i both upgraded and we both love them. easy to use i bought two of these; my wife and i both upgraded and we both love them. easy to use, data and other apps come in quickly, a great phone for the money.",True,"{'type': 'Point', 'coordinates': [144.9547414, -37.8246536]}",Olivia x460,1,Good
80,6207981ff1ffd716fe69db62,ORD058920,ID4442505589,2019-08-13,Nickolson,"('Thunder line', 2)",9465,70.01,-37.8246536,144.9547414,15,8115.26,Winter,False,1.4665,"my wife and i both upgraded and we both love them. easy to use i bought two of these; my wife and i both upgraded and we both love them. easy to use, data and other apps come in quickly, a great phone for the money.",True,"{'type': 'Point', 'coordinates': [144.9547414, -37.8246536]}",Thunder line,2,Good
80,6207981ff1ffd716fe69db62,ORD058920,ID4442505589,2019-08-13,Nickolson,"('Universe Note', 1)",9465,70.01,-37.8246536,144.9547414,15,8115.26,Winter,False,1.4665,"my wife and i both upgraded and we both love them. easy to use i bought two of these; my wife and i both upgraded and we both love them. easy to use, data and other apps come in quickly, a great phone for the money.",True,"{'type': 'Point', 'coordinates': [144.9547414, -37.8246536]}",Universe Note,1,Good
80,6207981ff1ffd716fe69db62,ORD058920,ID4442505589,2019-08-13,Nickolson,"('Candle Inferno', 1)",9465,70.01,-37.8246536,144.9547414,15,8115.26,Winter,False,1.4665,"my wife and i both upgraded and we both love them. easy to use i bought two of these; my wife and i both upgraded and we both love them. easy to use, data and other apps come in quickly, a great phone for the money.",True,"{'type': 'Point', 'coordinates': [144.9547414, -37.8246536]}",Candle Inferno,1,Good
81,6207981ff1ffd716fe69da55,ORD332011,ID6167489462,2019-12-01,Nickolson,"('Olivia x460', 1)",7535,73.2,-37.815026,144.9608825,5,7231.45,Summer,False,0.8596,still have great tech support great phone,True,"{'type': 'Point', 'coordinates': [144.9608825, -37.815026]}",Olivia x460,1,Good
81,6207981ff1ffd716fe69da55,ORD332011,ID6167489462,2019-12-01,Nickolson,"('pearTV', 1)",7535,73.2,-37.815026,144.9608825,5,7231.45,Summer,False,0.8596,still have great tech support great phone,True,"{'type': 'Point', 'coordinates': [144.9608825, -37.815026]}",pearTV,1,Good
