fid,etiqueta,granularidad,cod_tipocat,cod_tipo,nom_tipo,cod_categor,nom_categor,gcd_isla,nom_isla,gcd_entitur,nom_entitur,gcd_nucltur,nom_nucltur,gcd_municipio,nom_municipio,direccion,prc_habita,prc_plazas,longitud,latitud,geohash,utm_x,utm_y
"235",HOTEL BOUTIQUE LANIS SUITES DELUXE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B22,Puerto del Carmen: Playa Grande,"35028",Tías,"AVDA. LAS PLAYAS, 26",De 20 a 39 apartamentos,De 50 a 119 plazas,-13.64959,28.920169998,etnk92u8jw,631637.31,3199891.46
"236",BUNGALOWS VELAZQUEZ,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B22,Puerto del Carmen: Playa Grande,"35028",Tías,"AVENIDA LAS PLAYAS, 8",De 20 a 39 apartamentos,De 50 a 119 plazas,-13.65206474,28.919410231,etnk92dggb,631397.01,3199804.53
"237",APARTHOTEL R2 BAHIA KONTIKI,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B22,Puerto del Carmen: Playa Grande,"35028",Tías,"C/. GUANAPAY, Nº 5",De 50 a 149 habitaciones,De 100 a 349 plazas,-13.66255664,28.92182989,etnk9151z7,630371.13,3200061.05
"238",APARTAMENTOS PLAYAMAR,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B22,Puerto del Carmen: Playa Grande,"35028",Tías,"CALLE DORAMAS, 13",De 40 a 79 apartamentos,De 50 a 119 plazas,-13.65993257,28.920508294,etnk90v4ht,630628.6,3199917.5
"239",APARTAMENTOS FLAMINGO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B22,Puerto del Carmen: Playa Grande,"35028",Tías,"AVENIDA LAS PLAYAS, 51",De 20 a 39 apartamentos,De 50 a 119 plazas,-13.65183443,28.91979274,etnk92en10,631418.98,3199847.17
"240",APARTAMENTOS FARIONES,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B22,Puerto del Carmen: Playa Grande,"35028",Tías,"CALLE TIMANFAYA, 8",80 o más apartamentos,260 o más plazas,-13.66654154,28.921832415,etnk9103fs,629982.65,3200056.95
"241",APARTAMENTOS COLORADAMAR,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B33,Playa Blanca: Rubicón - Papagayo,"35034",Yaiza,"CALLE LAS BUGANVILLAS,4",De 20 a 39 apartamentos,De 50 a 119 plazas,-13.8002229,28.862174664,etnhjynyr7,617017.49,3193307.36
"242",HOTEL TBH ROYAL,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B32,Playa Blanca: Playa Blanca,"35034",Yaiza,CALLE JANUBIO S/N,De 150 a 299 habitaciones,De 350 a 649 plazas,-13.82179852,28.869174583,etnhjrrr0u,614905.3,3194061.88
"243",APARTAMENTOS FINCA LA CALERITA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES708,Lanzarote,ES708B9,Resto de Lanzarote,ES708B9,Resto de Lanzarote,"35034",Yaiza,"CARRETERA. ARRECIFE-YAIZA, KM. 17",Menor de 20 apartamentos,Menor de 50 plazas,-13.73155661,28.943932258,etnhxt0fxs,623618.32,3202436.11
"244",APARTAMENTOS TISALAYA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B22,Puerto del Carmen: Playa Grande,"35028",Tías,"CALLE MONTAÑA DE TISALAYA, 1",De 40 a 79 apartamentos,De 50 a 119 plazas,-13.65585566,28.925044011,etnk938he7,631020.35,3200424.59
"245",HOTEL REINA ISABEL,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B2,Las Canteras,ES705B21,Las Canteras,"35016",Las Palmas de Gran Canaria,"CALLE ALFREDO L. JONES, 40",De 150 a 299 habitaciones,De 350 a 649 plazas,-15.43317143,28.142360732,etj00g1vjh,457465.37,3113048.4
"246","APARTAMENTOS TEGALA, LA",ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B22,Puerto del Carmen: Playa Grande,"35028",Tías,"CALLE CESAR MANRIQUE, 27",De 20 a 39 apartamentos,De 50 a 119 plazas,-13.65614532,28.923494557,etnk91rgsf,630994.06,3200252.58
"247",APARTAMENTOS PLAYA ALHAMBRA II,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B23,Puerto del Carmen: Matagorda - Los Pocillos,"35028",Tías,"CALLE BURGAO, 12",Menor de 20 apartamentos,Menor de 50 plazas,-13.63449189,28.930993419,etnk9dxxm2,633095.39,3201107.65
"248",APARTAMENTOS CACTUS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B22,Puerto del Carmen: Playa Grande,"35028",Tías,"BARQUETA, 4",Menor de 20 apartamentos,Menor de 50 plazas,-13.66233899,28.92436973,etnk91e2sm,630389.17,3200342.72
"249",HOTEL RIO PLAYA BLANCA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Playa Blanca: Montaña Roja,"35034",Yaiza,"AVENIDA DE CANARIAS, PARCELA 24",De 150 a 299 habitaciones,De 350 a 649 plazas,-13.84127746,28.862793426,etnhjn31fy,613012.36,3193336.13
"250",APARTAMENTOS SANTA ROSA CLUB,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES708,Lanzarote,ES708B1,Costa Teguise,ES708B12,Costa Teguise: Litoral,"35024",Teguise,"AVENIDA DEL MAR, 19",80 o más apartamentos,260 o más plazas,-13.500309,28.993092992,etnkuy135b,646088.42,3208147.22
"251",APARTAMENTOS LAS PITERAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES708,Lanzarote,ES708B9,Resto de Lanzarote,ES708B9,Resto de Lanzarote,"35010",Haría,CALLE CHARCO DEL PALO,Menor de 20 apartamentos,Menor de 50 plazas,-13.45309844,29.080363134,etnmmvgv2h,650561.14,3217877.22
"252",APARTAMENTOS PUERTO CHICO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Playa Blanca: Montaña Roja,"35034",Yaiza,AVENIDA CANARIAS S/N,De 20 a 39 apartamentos,De 50 a 119 plazas,-13.83723735,28.85791818,etnhjjkj91,613411.72,3192799.8
"253",APARTAMENTOS PANORAMA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B22,Puerto del Carmen: Playa Grande,"35028",Tías,"CALLE GUADARFIA, 2",De 40 a 79 apartamentos,De 50 a 119 plazas,-13.6646855,28.922865404,etnk911xvs,630162.3,3200173.45
"254",APARTAMENTOS ROSAMAR,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B22,Puerto del Carmen: Playa Grande,"35028",Tías,"CALLE ARPON, 3",De 40 a 79 apartamentos,De 50 a 119 plazas,-13.65041617,28.922546056,etnk93hn41,631553.77,3200153.83
"255",APARTAMENTOS SAL Y MAR,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B23,Puerto del Carmen: Matagorda - Los Pocillos,"35028",Tías,"CALLE CHABUSQUILLO, 5",Menor de 20 apartamentos,Menor de 50 plazas,-13.62172726,28.932443362,etnkd4bzww,634337.81,3201282.73
"256",EXE LAS PALMAS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B2,Las Canteras,ES705B21,Las Canteras,"35016",Las Palmas de Gran Canaria,"C/ SAGASTA, 28",De 50 a 149 habitaciones,De 100 a 349 plazas,-15.43112625,28.143822238,etj00g7mss,457666.77,3113209.59
"257",APARTAMENTOS SALMARINA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B23,Puerto del Carmen: Matagorda - Los Pocillos,"35028",Tías,"CALLE GRAMA, 6",Menor de 20 apartamentos,Menor de 50 plazas,-13.62286448,28.932603006,etnkd500sk,634226.75,3201299.13
"258",APARTAMENTOS ALOE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B22,Puerto del Carmen: Playa Grande,"35028",Tías,"CALLE BOCAINA, 11",De 20 a 39 apartamentos,De 50 a 119 plazas,-13.65246531,28.923954675,etnk936w4x,631352.23,3200307.64
"259",APARTAMENTOS CLUB POCILLOS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B23,Puerto del Carmen: Matagorda - Los Pocillos,"35028",Tías,"AVDA. DE LAS PLAYAS, 77",De 20 a 39 apartamentos,De 50 a 119 plazas,-13.63579271,28.928358764,etnk9dnxzh,632971.95,3200814.25
"260",APARTAMENTOS LANZASUR CLUB,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Playa Blanca: Montaña Roja,"35034",Yaiza,"AVENIDA GRAN CANARIA, 26",80 o más apartamentos,260 o más plazas,-13.84418968,28.861667265,etnhhyngqu,612729.52,3193208.58
"261",APARTAMENTOS CLUB CALYPSO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES708,Lanzarote,ES708B2,Puerto del Carmen,ES708B22,Puerto del Carmen: Playa Grande,"35028",Tías,CALLE ALEMANIA S/N,De 40 a 79 apartamentos,De 50 a 119 plazas,-13.6447406,28.921255635,etnk98bnw2,632108.7,3200017.16
"262",APARTAMENTOS CAMELS SPRING,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES708,Lanzarote,ES708B1,Costa Teguise,ES708B12,Costa Teguise: Litoral,"35024",Teguise,"CALLE ROSA, 3",De 20 a 39 apartamentos,De 50 a 119 plazas,-13.49558834,28.994707033,etnkuykf3v,646546.05,3208331.92
"263",APARTAMENTOS CASTILLO PLAYA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B11,Caleta de Fuste,"35003",Antigua,"CALLE PITERA, 8",80 o más apartamentos,De 120 a 259 plazas,-13.86107945,28.395288901,etn1s94wt3,611574.3,3141519.21
"264",APARTAMENTOS FUERTESOL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B11,Caleta de Fuste,"35003",Antigua,"AVENIDA VIRGEN DE LA PEÑA, 2",80 o más apartamentos,260 o más plazas,-13.86483014,28.396397705,etn1s3rvn0,611205.68,3141638.59
"265",HOTEL APART. BARCELO CASTILLO BEACH RESORT,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B11,Caleta de Fuste,"35003",Antigua,AVENIDA DEL CASTILLO,300 o más habitaciones,650 o más plazas,-13.85431771,28.39490195,etn1s9ps6c,612237.17,3141482.62
"266",APARTAMENTOS CASTILLO BEACH CLUB,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B11,Caleta de Fuste,"35003",Antigua,CALLE VIRGEN DE LA CARIDAD DEL COBRE SN,80 o más apartamentos,260 o más plazas,-13.87038942,28.399951163,etn1s65csw,610657.34,3142027.17
"267",HOTEL NH IMPERIAL PLAYA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B2,Las Canteras,ES705B21,Las Canteras,"35016",Las Palmas de Gran Canaria,"CALLE FERRERAS, 1",De 150 a 299 habitaciones,De 100 a 349 plazas,-15.43069631,28.148410732,etj00u78qs,457710.79,3113717.75
"268",APARTAMENTOS CASTILLO BEACH PARK,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B11,Caleta de Fuste,"35003",Antigua,"CALLE VIRGEN DE LA CARIDAD DEL COBRE, S/N",80 o más apartamentos,De 120 a 259 plazas,-13.87172014,28.397756285,etn1s3duvm,610529.25,3141782.77
"269",HOTEL GLOBALES COSTA TROPICAL,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B11,Caleta de Fuste,"35003",Antigua,"C/ MAESTRO LEONARDO, S/N",De 50 a 149 habitaciones,De 100 a 349 plazas,-13.85630516,28.411728612,etn1ssnnkd,612024.75,3143345.06
"270",ALUA SUITES FUERTEVENTURA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"CALLE LAS DUNAS, S/N",300 o más habitaciones,650 o más plazas,-13.85867868,28.729297933,etn5kwh2m3,611457.01,3178528.39
"271",APARTAMENTOS PUNTA ELENA BEACH THE HOME COLLECTION,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"AVDA. GRANDES PLAYAS, Nº 83",Menor de 20 apartamentos,Menor de 50 plazas,-13.85321,28.726150009,etn5kv2muy,611994.45,3178184.73
"272",HOTEL PLAYA PARK ZENSATION,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"CALLE LANZAROTE, 4",De 150 a 299 habitaciones,De 350 a 649 plazas,-13.86309389,28.72686308,etn5kt94n7,611028.38,3178254.49
"273",HOTEL THE CORRALEJO BEACH,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"C/ VÍCTOR GRAU BASSAS, 1",De 150 a 299 habitaciones,De 350 a 649 plazas,-13.86815789,28.73709178,etn5krmt8q,610523.04,3179383.11
"274",ATLANTIC GARDEN BEACH MATE,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"AVENIDA GRAN CANARIA, 4",80 o más apartamentos,De 120 a 259 plazas,-13.865701,28.729685278,etn5kqp699,610770.78,3178564.76
"275",APARTAMENTOS GALERA BEACH,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"AVENIDA GRANDES PLAYAS, 3",Menor de 20 apartamentos,Menor de 50 plazas,-13.86561517,28.73299714,etn5kqxmgd,610775.67,3178931.79
"276",APARTAMENTOS DUNAS CLUB,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"CALLE EL PULPO, 2",80 o más apartamentos,De 120 a 259 plazas,-13.86505727,28.743063046,etn5s2xb2x,610819.53,3180047.6
"277",APARTAMENTOS JUAN BENITEZ,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B22,El Cotillo,"35014",La Oliva,"CALLE LA CALETA, 4",Menor de 20 apartamentos,Menor de 50 plazas,-14.01098936,28.681454475,etn51jm986,596626.03,3173094.61
"278",HOTEL COSTA CANARIA & SPA.,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,"35019",San Bartolomé de Tirajana,"CALLE LAS RETAMAS, 1",De 150 a 299 habitaciones,De 350 a 649 plazas,-15.54148081,27.771383412,esuvyreh11,446647.85,3071995.23
"279",APARTAMENTOS COTILLO LAGOS,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B22,El Cotillo,"35014",La Oliva,"URBANIZACIÓN LOS LAGOS, S/N",De 40 a 79 apartamentos,De 50 a 119 plazas,-14.01103382,28.69061115,etn51nvqzj,596613.28,3174109.09
"280",APARTAMENTOS MARYVENT,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B31,Costa Calma,"35015",Pájara,"CALETA MANSA, 13",De 40 a 79 apartamentos,De 50 a 119 plazas,-14.22723594,28.158475278,etjbhq0512,575869.95,3114999.15
"281",BAHIA CALMA BEACH,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B31,Costa Calma,"35015",Pájara,"CALLE ANGOSTURA, 3",80 o más apartamentos,260 o más plazas,-14.22882934,28.157273967,etjbhjyuh0,575714.35,3114865.07
"282",APARTAMENTOS SOTAVENTO BEACH CLUB,ALOJAMIENTOS,A4,5510_L6,Apartamentos,"4",4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B31,Costa Calma,"35015",Pájara,"CALLE JAHN REISEN, 3",80 o más apartamentos,260 o más plazas,-14.22147988,28.165356354,etjbhrk5pd,576430.21,3115765.07
"283",APARTAMENTOS ESMERALDA MARIS-CLUB DE BUNGALOWS,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B31,Costa Calma,"35015",Pájara,"CALLE PUNTA DEL ROQUITO, 8",80 o más apartamentos,De 120 a 259 plazas,-14.23573274,28.149292208,etjbhh3ve2,575042.11,3113976.54
"284",APARTAMENTOS CLUB MONTE MARINA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES704,Fuerteventura,ES704B4,Morro Jable,ES704B43,Morro Jable: Esquinzo - Butihondo,"35015",Pájara,"CALLE VALLE DEL ESQUINZO, S/N",De 40 a 79 apartamentos,De 120 a 259 plazas,-14.29951613,28.077932248,esvzdx7mv1,568824.69,3106033.4
"285",APARTAMENTOS MONTE DEL MAR + ESQUINZO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B4,Morro Jable,ES704B43,Morro Jable: Esquinzo - Butihondo,"35015",Pájara,"CALLE BAYUYO, 3",80 o más apartamentos,260 o más plazas,-14.29955365,28.078502302,esvzdxe3hh,568820.64,3106096.53
"286",APARTAMENTOS PUNTA MARINA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES704,Fuerteventura,ES704B4,Morro Jable,ES704B41,Morro Jable: Morro Jable,"35015",Pájara,"CALLE LAS ARENAS, 3",Menor de 20 apartamentos,De 50 a 119 plazas,-14.34618115,28.050043479,esvz9d37mg,564256.18,3102918.37
"287",APARTAMENTOS ATALAYA DE JANDIA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B4,Morro Jable,ES704B41,Morro Jable: Morro Jable,"35015",Pájara,"CALLE LOS GUANCHES, 46",De 20 a 39 apartamentos,De 50 a 119 plazas,-14.35410173,28.049243623,esvz965wtj,563478.21,3102825.61
"288",APARTAMENTOS IGRAMAR MORRO JABLE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B4,Morro Jable,ES704B41,Morro Jable: Morro Jable,"35015",Pájara,"PEATONAL LAS GAVIOTAS, 3",De 20 a 39 apartamentos,De 120 a 259 plazas,-14.35120905,28.050067324,esvz96mg2x,563762.02,3102918.37
"289",HOTEL NEW FOLIAS,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B43,San Agustín,"35019",San Bartolomé de Tirajana,"CALLE LAS RETAMAS, 17",De 50 a 149 habitaciones,De 100 a 349 plazas,-15.54551486,27.769171555,esuvyr0p5h,446249.28,3071751.97
"290",APARTAMENTOS CASABLANCA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B4,Morro Jable,ES704B41,Morro Jable: Morro Jable,"35015",Pájara,"CALLE CARDON, 5- AVENIDA DEL FARO , 6",Menor de 20 apartamentos,Menor de 50 plazas,-14.35371811,28.051800134,esvz96evw4,563514.41,3103109.02
"291",APARTAMENTOS MATORRAL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES704,Fuerteventura,ES704B4,Morro Jable,ES704B41,Morro Jable: Morro Jable,"35015",Pájara,"CALLE BENTEJUI, 6",De 40 a 79 apartamentos,De 50 a 119 plazas,-14.3421257,28.050280205,esvz9dkksp,564654.61,3102946.74
"292",APARTAMENTOS ALAMEDA DE JANDIA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B4,Morro Jable,ES704B41,Morro Jable: Morro Jable,"35015",Pájara,"CALLE BENTEJUI, 4",80 o más apartamentos,260 o más plazas,-14.34097764,28.049749967,esvz9dm1xh,564767.76,3102888.61
"293",APARTAMENTOS PALM GARDEN,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES704,Fuerteventura,ES704B4,Morro Jable,ES704B41,Morro Jable: Morro Jable,"35015",Pájara,"AVENIDA DEL SALADAR, Nº 5",80 o más apartamentos,260 o más plazas,-14.33907868,28.049037646,esvz9dnt7p,564954.82,3102810.71
"294",APARTAMENTOS GARDEN SEA & BOUTIQUE LODG,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES704,Fuerteventura,ES704B4,Morro Jable,ES704B41,Morro Jable: Morro Jable,"35015",Pájara,"CALLE LAS ARENAS, S/N",De 20 a 39 apartamentos,De 50 a 119 plazas,-14.34798898,28.049579786,esvz9d20es,564078.78,3102866.05
"295",APARTAMENTOS CASA DE LAS PALMERAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38027",El Paso,"CALLE TAMARAHOYA, 20",Menor de 20 apartamentos,Menor de 50 plazas,-17.89343779,28.64157006,et56by43hx,217147.19,3171700.96
"296",APARTAMENTOS TINOCA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B2,Las Canteras,ES705B21,Las Canteras,"35016",Las Palmas de Gran Canaria,"CALLE LA NAVAL, 10",De 40 a 79 apartamentos,De 50 a 119 plazas,-15.43048014,28.148703343,etj00u7f5f,457732.13,3113750.09
"297",APARTAMENTOS LAS ARENAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"AVENIDA DE ITALIA, 23",80 o más apartamentos,De 120 a 259 plazas,-15.56833316,27.758924943,esuvvtr7rw,443995.66,3070627.09
"298",APARTAMENTOS COLON PLAYA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B2,Las Canteras,ES705B21,Las Canteras,"35016",Las Palmas de Gran Canaria,"CALLE ALFREDO L JONES, 45",De 20 a 39 apartamentos,De 50 a 119 plazas,-15.43391452,28.141924997,etj00g16ee,457392.23,3113000.39
"299",APARTAMENTOS LAS TABAIBAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE LA LUNA, 9",Menor de 20 apartamentos,Menor de 50 plazas,-15.56998918,27.754307312,esuvvsw28c,443830.1,3070116.33
"300",SEASIDE PALM BEACH,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B31,Meloneras,"35019",San Bartolomé de Tirajana,"AVENIDA OASIS, S/N",300 o más habitaciones,De 350 a 649 plazas,-15.59531812,27.737203178,esuvv17uft,441324.83,3068233.45
"301",APARTAMENTOS PLAYA DORADA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B2,Las Canteras,ES705B21,Las Canteras,"35016",Las Palmas de Gran Canaria,"LUIS MOROTE, 61",De 20 a 39 apartamentos,De 50 a 119 plazas,-15.43506397,28.141093038,etj00fbt8z,457279.03,3112908.63
"302",APARTAMENTOS DATASOL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE LA LUNA, 2",Menor de 20 apartamentos,Menor de 50 plazas,-15.56968691,27.755481483,esuvvswrru,443860.49,3070246.26
"303",APARTAMENTOS MAYPE,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B2,Las Canteras,ES705B21,Las Canteras,"35016",Las Palmas de Gran Canaria,"CALLE KANT, 2",Menor de 20 apartamentos,Menor de 50 plazas,-15.43684585,28.137613071,etj00dr1rr,457102.67,3112523.75
"304",APARTAMENTOS CAROLINA,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B42,El Beril - Las Burras,"35019",San Bartolomé de Tirajana,"CALLE LOS CARDONES, 3",De 20 a 39 apartamentos,De 50 a 119 plazas,-15.54821039,27.767734207,esuvynynu2,445982.97,3071593.93
"305",APARTAMENTOS DUNASOL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,"2",2 Estrellas,ES705,Gran Canaria,ES705B4,Playa del Inglés - San Agustín,ES705B41,Playa del Inglés,"35019",San Bartolomé de Tirajana,"CALLE LISBOA, 1",De 40 a 79 apartamentos,De 50 a 119 plazas,-15.5732596,27.753088822,esuvvs7ckw,443507.18,3069982.85
